DEPT,COURSE_NUM,COURSE_TITLE,DESCRIPTION
EP,511,Advanced topics in MEMS,"Topics such as: Microlithography. Design process, modeling; analytical and numerical. Use of software for layout design and device simulation. Characterization and reliability of MEMS devices. MEMS and microelectronic packaging. Introduction to microfluidic systems. Applications in engineering, biomedicine, and chemistry. Students must do additional project work on a topic selected by the instructor. Cross-listed with ME 519, ECE 519, and CHE 519."
ES,201,Conservation & Accounting Principles,"A common framework for engineering analysis is developed using the concepts of a system, accounting and conservation of extensive properties, constitutive relations, constraints, and modeling assumptions. Conservation equations for mass, charge, momentum and energy, and an entropy accounting equation are developed. Applications taken from all engineering disciplines stress constructing solutions from basic principles."
ES,202,Fluid Systems 2,"Extend the conservation and accounting framework to examine fluid motion. Topics include dimensional analysis, pressure variation in both stationary and moving fluids, viscous effects including boundary layers, laminar and turbulent flow. Applications include lift and drag, pipe flow, compressible flow. Fundamental concepts are enriched by laboratory experiences."
ES,203,Electrical Systems,"Circuit elements, Kirchhoff's laws, equivalent circuits, voltage and current dividers, and analysis techniques for both DC and the phasor domain. AC circuits and power. Operational amplifiers. Integral laboratory."
ES,204,Mechanical Systems 2,Conservation and accounting equations applied to mechanical systems. Kinematics and kinetics of particles in space and of rigid bodies in plane motion.
ES,205,Analysis & Design of Engineering Systems,"Conservation and accounting principles are used to model engineering systems comprising mechanical, electrical, fluid, and thermal elements. Dynamic behavior and performance criteria are characterized in the time and frequency domains. Topics include block diagrams, deriving and solving differential equations of motion, experimental parameter identification and model validation, teaming, and reporting engineering results."
FL,299,Summer Language Study Abroad,"Credit for approved summer foreign language study abroad. May count towards a departmental minor, with the exception of a foreign language minor. Prior approval by the HSS Department Head and evidence of satisfactory completion required"
GE,111,German Language and Culture I,"Provides elementary training in hearing, speaking, reading, and writing German. Uses reading exercises to show the relationship between language and culture. Required language laboratory."
GE,112,German Language and Culture II,"Provides elementary training in hearing, speaking, reading, and writing German. Uses reading exercises to show the relationship between language and culture. Required language laboratory."
GE,113,German Language and Culture III,"Provides elementary training in hearing, speaking, reading, and writing German. Uses reading exercises to show the relationship between language and culture. Required language laboratory."
GE,211,German Language and Culture IV,"Reviews German grammar, emphasizing its logical sub-structure. Stresses analysis of complex sentences of scholarly German. Introduces the student to selected topics dealing with life in Germany as contrasted with life in the U.S. Provides continued practice in reading and speaking. Required language laboratory."
GE,212,German Language and Culture V,"Reviews German grammar, emphasizing its logical sub-structure. Stresses analysis of complex sentences of scholarly German. Introduces the student to selected topics dealing with life in Germany as contrasted with life in the U.S. Provides continued practice in reading and speaking. Required language laboratory."
GE,213,German Language and Culture VI,"Reviews German grammar, emphasizing its logical sub-structure. Stresses analysis of complex sentences of scholarly German. Introduces the student to selected topics dealing with life in Germany as contrasted with life in the U.S. Provides continued practice in reading and speaking. Required language laboratory."
GE,311,Issues in German Culture I,Examines a variety of historical and contemporary issues in German popular and high culture. Same as IA 311.
GE,312,Reading German Texts,Studies and practices effective reading of German texts. Analyzes and evaluates their contents in discussions and the writings of short German essays.
GE,313,Advanced Grammar and Translation Methods,Introduces advanced grammar concepts targeted for translation of German texts. Familiarizes students with translation techniques for a variety of text types.
GE,411,Technical Translation,Introduces scientific and technological vocabulary; continues working with complex grammatical structures; applies methods of translation using scientific and technical texts. Requires the writing of a major technical translation project.
GE,412,Topics in German Culture II,"Explores topics in German and European intellectual history as represented in literature, essay, and film. Same as GS 412."
GE,413,Contemporary Germany,"Introduces historical, political, and cultural issues in German society from 1945 to the present. Compares German to European developments. Taught in English and open to all students. Same as SV 413."
GEOL,270,Geology for Engineers and Environmental Scientists,"Physical, historical, chemical, structural and environmental aspects of earth science addressed from an engineer’s or environmental scientist’s perspective. The course includes study of minerals and rocks, investigation of geologic hazards, an introduction to rock and soil mechanics, case studies, and interpretation of topographic maps, geologic maps and aerial photographs."
GS,130,Introduction to Sustainability,"Surveys the fundamentals of sustainability in scientific, technical, and social contexts. Introduces students to the history of environmentalism and sustainability, along with the basics of ecology, climate assessment, natural cycles, life‐cycle analysis, environmental economics, and other concepts."
GS,161,Comparative Politics,Examines the politics and government of numerous countries around the world. Explores the concepts and principles of comparative political analysis.
GS,163,International Relations,"Analyzes the structures, actors, and major problems of the international political system."
GS,191,Geography of Middle East,"Introduces the culture, landscape, and peoples of the Middle East and North Africa through discussion, maps, regional analysis, and visual presentations. Includes social issues and contemporary problems facing this area, from Afghanistan to Mauritania and all points between."
GS,221,Colonial Latin America,"Examines the history of Latin America from before the conquest to independence, with particular emphasis on social, economic, political, and cultural developments between 1492 and 1800."
GS,222,Modern Latin America,"Examines the history of Latin America from independence (about 1810) to the present, with particular emphasis on the social, economic, political, and cultural developments of the past hundred years. Introduces major problems facing contemporary Latin America, including the search for stable government, political violence, environmental degradation, and extreme poverty and inequality."
GS,223,World History,"Explores the history and interaction of major world regions, with particular emphasis on the development of global economic, political, and cultural networks in recent centuries."
GS,237,Science Fiction,"Analyzes literary techniques used for displacing historical reality into a cross-cultural perspective to create science fiction. Emphasizes science fiction’s humanistic usefulness in examining human values from an “extra-species, extra-terrestrial” perspective and in assessing the effects of technology on varieties of belief structures and social institutions."
GS,243,Music History (Before 1650): Early European Music,"Surveys the early music of Europe in the Medieval, Renaissance, and early Baroque periods and explores problems of accessing musical practices distant and distinct from our own"
GS,285,Humans and Culture,"Examines human adaptation and diversity; language and its use; the development and variety of economic, political, religious, family gender and expressive institutions."
GS,291,World Geography,"Explores the people and lands of the world through studies and concepts from human geography with emphasis on cultural landscape,, maps, and visual interpretation. Emphasis is placed on the culture regions of Africa, Europe, Asia, the Middle East, and the South Pacific."
GS,313,Contemporary Spain,"Introduces historical, political, and above all cultural issues in Spanish society, beginning with an overview of Spain prior to the twentieth century, but concentrating on the period from 1975 to the present. Special emphasis on the unique characteristics of Catalonia, Galicia and the Basque Country. Taught in English."
GS,330,Contemporary Global Film,"Examines films outside of the Hollywood tradition with a consideration of the cultural, political, and economic influences that shape film."
GS,334,Travel in World Literature,"Examines a wide variety of literature—including some in translation—and emphasizes works that comment on travel, tourism, and the effects of colonialism."
GS,335,The Global Novel in the Twentieth Century,"Explores novels, written in or translated into English, by non-American authors. Provides students with multiple perspectives on different global cultures."
GS,336,Literature of War,"Examines the influence of military engagements on individual writers. Analyzes literary works as responses to the cultural, psychological, and social impacts of war."
GS,337,Shakespeare's Europe,"Studies Shakespeare's representations of cultures outside of Britain, with attention to his source texts in other national literatures and historians' perspectives on the cities where the plays are set."
GS,338,Contemporary Arabic Literature in Translation,"Covers a range of literature and film by writers and filmmakers from North Africa, the Middle East, and the Arabic-speaking diaspora. Includes literature in translation by major authors of this genre and critical works by a number of scholars of Arabic literature."
GS,339,Contemporary Global Film,"Surveys world cinema, emphasizing the importance of situating films within their historical and cultural background as well as recognizing the tensions between art and business in the film industry and how that shapes the medium."
GS,343,Musics of the World,"Surveys the role of music in human cultures around the world and explores problems of accessing musical practices distant and distinct from our own, as well as thinking critically about those most familiar to us."
GS,350,International Trade and Globalization,"Analyzes the theory of international trade, trade policy, foreign exchange and the payments adjustment process, adjustment policies and multinational corporations."
GS,351,International Finance,"Studies the workings of international financial markets, the role of exchange rates in international trade and capital movement, and the effects of exchange rate volatility. Topics include exchange rates and the foreign exchange market, the balance of payments, parity conditions, the international monetary system, and international interdependence."
GS,352,Economic Growth and Development,Analyzes the determinants of economic growth. Pays special attention to problems faced by developing nations and discusses the impact of globalization.
GS,361,Politics of the Global Economy,"Analyzes the political aspects of the global economy. Reviews the dominant theoretical approaches, concepts, and major issues in the international political economy."
GS,366,The European Union,"Examines the historical development of European integration and current EU institutions, politics, and policy."
GS,368,Contemporary Japan (Field trip to Japan),"Examine contemporary Japan through the lectures, reading, and discussions during the course. Explorer the culture through the field trip to Japan."
GS,379,Japanese Culture,"Examine Japanese culture in various aspects (e.g., society, arts, history, education, media, and pop culture)."
GS,384,Japanese Society,"Examines the context within which individual Japanese live and work in contemporary Japanese society. Considers the “traditional” roots of Japan, the impact of industrialization, and current trends. Emphasizes the change and continuity in Japanese life, including the family and marriage, rural and urban lifestyles, education, and the organization of management and labor."
GS,391,Contemporary Europe,"Surveys the changes and dynamics confronting Europe in the 20th Century. The dissolution of empires and communism to the expanding European Union will be examined with maps, theories and concepts from political geography. Ethics and values related to territoriality, place, and culture will be examined."
GS,399,Special Topics,Examines a selected topic in one of the HSS disciplines in depth. A particular offering may require a prerequisite or consent of the instructor.
GS,412,Topics in German Culture II,"Explores topics in German and European intellectual history as represented in literature, essay, and film. Same as GE412."
GS,413,Nazi Germany: Fact and Fiction,"Examines the history of Nazi Germany as well as its representation in literature, film, and new media."
GS,422,Industrial Revolution in Global Context,"Examines the changes in production, distribution, and consumption commonly known as the Industrial Revolution of the 18th and 19th centuries. Explores technological, economic, social, and cultural aspects of these changes, both in industrialized countries and in other parts of the world."
GS,425,Cities and Technology in the Industrial Age,Explores development of cities and the machines and systems that make them possible as human life became more and more urban and industrial from 1700 to the present. Compares urban growth and city life in different parts of the world.
GS,430,World Drama,Examines drama from multiple cultures and time periods through a thematic lens.
GS,431,Literary London,"Considers literary depictions of London, a highly symbolic and frequently used setting in 19th, 20th, and 21st century British literature. Covers a broad range of literary texts set in the city, including works by major authors of this genre and a number of recent works by ethnic minority writers."
GS,432,Literature and Film of the Global Economy,Focuses on contemporary fictional and non-fictional narratives that address economic interdependence between nation states. Employs an interdisciplinary approach to contextualize these narratives.
GS,442,Art History: Renaissance to Modern,Explores the creation and uses of visual art by world civilizations from the Renaissance to the present. Studies the cultural evolution brought about by scientific and technological changes which culminate in the Modern and Post-Modern eras.
GS,462,Postcolonial Literature,"Examines works by postcolonial writers and theorists, and coverscontemporary human rights and anti-colonial/anti-globalization movements."
GS,469,Contemporary British Fiction and Film,"Covers fiction and film produced in the British Isles during the last half of the 20th and the beginning of the 21st century, including works by both canonical and non-canonical authors. Includes readings about a number of pressing issues in contemporary Britain, and focuses on literary responses to race and class concerns."
GS,470,Japanese Media,"Explores historical and contemporary media-related Japanese culture, both in visual and text communications."
GS,480,Leadership & Global Challenges,"Examines the art of leadership and its development in our increasingly globalized society by studying general theoretical approaches, with close attention to the unique challenges which globalization and cross‐cultural interactions impose upon leaders."
GS,491,Geography of Europe,"Introduces the culture, landscape, and peoples of Europe through discussion, maps, regional analysis, and visual presentations. Includes social issues and contemporary problems facing the Europeans, from Russia to Ireland and all points between."
GS,492,Geography of Africa,"Introduces the culture, landscape, and peoples of Africa south of the Sahara Desert through discussion, maps, regional analysis, and visual presentations. Includes social issues and contemporary problems facing this area, from South Africa to Senegal and all points between."
GS,496,Senior Project in International Studies,"Guided study, research, and analytical writing on a topic in international studies, integrating knowledge gained from international experience and/or from course work in the major."
GS,496,Seminar for HSS Senior Project,"Reviews methodologies employed in Economics and/or International Studies, and directs students toward approval of a senior project proposal. Required of all Economics and International Studies majors and double majors."
GS,497,Directed Study for HSS Senior Project,Directed study leading to completion of a senior project that demonstrates the ability to pursue independent intellectual inquiry. Required of all Economics and International Studies majors and double majors.
GS,499,Directed Study,"Allows for individual study of an HSS topic selected by the instructor and the student(s). A plan of study, regular meetings with the instructor, and a major term project are required."
IA,101,Introduction to Philosophy,"Introduces the methods and subject matter of philosophy through examination of some of the major problems and figures in classical and contemporary philosophy, including the nature of reality, the existence of God, the criteria of knowing, the nature of mind, and the foundations of morality."
IA,102,Critical Thinking and Introduction to Logic,"Introduces students to philosophical methodology for examining the truth of claims and the quality of arguments used to defend them, including informal logic, i.e., the study of arguments in natural language, as well as formal logic, i.e., the study of inference with purely formal content, for the purpose of clarifying thinking and improving reasoning."
IA,142,Drawing,"Introduces the student to drawing as a basis of personal expression. Exposes the student to a range of tools, techniques, and attitudes."
IA,148,Beginning Photography,"Introduces the student to historical aspects of photography, the impact of the visual image in modern culture, and photography as a medium of individual expression."
IA,230,Fundamentals of Public Speaking,"Examines the thought processes necessary to organize speech content. Analyzes components of effective delivery and language. Provides practice in a variety of speech types, such as special occasion speeches, informative presentations, and persuasive speeches, as well as impromptu speaking."
IA,231,Introduction to Poetry,"Provides students with the means for understanding and appreciating poetry. Focuses on tone, speaker, figurative language, verse forms, and structure in poems from a variety of historical periods."
IA,232,African American Music in American Literature,"Surveys the history of African-American music, from slavery to the present, and considers the ways in which writers have adapted different musical styles into their work. Includes--but is not limited to--readings on spirituals, blues, jazz, funk, and hip-hop; written works will include nonfiction, novels, poetry, short stories, and drama."
IA,233,World Literatures,"Examines literary texts and their historical contexts across boundaries of language, culture, and ethnicity."
IA,234,Major American Writers,"Covers a broad range of American novelists and poets, with special attention to their roles in major literary movements such as romanticism, naturalism, and modernism."
IA,235,Major British Writers,"Examines well-known British writers, placed against the historical backgrounds of their times. Poetry, drama, fiction, and non-fiction from such famous writers as Chaucer, Spenser, Shakespeare, Milton, Swift, Pope, Johnson, Wordsworth, Bronte, Browning, Joyce, Lawrence, Auden, and Beckett will be studied."
IA,237,Introduction to Drama,"Traces the development of drama by analyzing representative plays from historical periods and from different cultures. Analyzes how, and why, drama has changed over time and how individual plays mirror their times and cultures."
IA,238,African American Literature,"Surveys African-American literature, history, and culture from the Colonial era to the present day."
IA,239,Rhetoric of Science,Examines rhetorical and philosophical approaches to persuasion in scientific argument. Emphasizes popular science writing and the role played by science in shaping public opinion and policy.
IA,240,Introduction to Shakespeare,"Studies Shakespeare’s histories, comedies, tragedies, and romances. Focuses on close textual reading of selected plays within the intellectual framework of his era."
IA,241,Introduction to Film Studies,Covers the formal elements of film and provides a vocabulary for analyzing film. Introduces film theory and criticism.
IA,244,Design and Color,"Explores visual design and communication, creative problem solving, color theory and aesthetics. Students engage in problem-solving to create projects using a variety of materials."
IA,246,Music Theory I: Fundamentals of Tonal Music,"Pursues the initial stages of literacy in western tonal music, from rhythm and pitch to basic functional harmonic analysis."
IA,301,Philosophy of Mind,"Focuses on the philosophical investigation of the nature of the mind, its relationship to the brain/body, the phenomenon known as consciousness, and a host of related issues including freedom of the will and its implications for moral responsibility, the relationship between philosophy, psychology, and neuroscience, the nature of self and personal identity, the possibility of machine and animal consciousness, and the idea of mental disorder."
IA,302,Philosophy of Religion,"Examines the nature and existence of God and religious experience, the meaning of religious language, and the relationship between religion, science, and philosophy through analysis of classical and contemporary texts and teachings of major figures in theology and philosophy."
IA,303,Political Philosophy,"Examines the philosophical foundations of social and political organization, governance, rights, liberty, law, individualism, and justice. This course explores fundamental questions about organized society by engaging with classical and contemporary texts dealing with the state of nature, the idea of a social contract and its opposition, democracy and its ideals, virtues, and difficulties, human rights and liberties, alternatives to democracy including communism and communitarianism, and feminist and individualist theories."
IA,311,Topics in German Culture I,Examines a variety of historical and contemporary issues in German popular and high culture. Same as GE311.
IA,330,Documentary Film,"Examines the development, contexts, generic conventions, and social functions of documentary film"
IA,331,American Modernism,"Explores texts published in the first half of the twentieth century, what is commonly called the ""Modernist"" era. Focuses primarily on written works in different genres, but also covers music, film, visual arts, and other media."
IA,332,Don Quixote,Studies Cervantes’ masterwork in translation and its relationship to the society and literature of its day as well as its relevance to our own. Taught in English.
IA,333,Representations and Redefinitions of Reality,"Examines representative pieces of philosophy, literature, and popular culture that all seek to represent and--in some cases--redefine the notion of ""reality."""
IA,334,Creative Writing,"Introduces students to writing in genres such as poetry, short fiction, literary nonfiction, and drama. Employs a variety of writing and revision techniques to assist students in producing a portfolio of their work."
IA,335,Bible as Literature,Examines the Hebrew Bible and the New Testament as literary texts. Emphasizes the variety of genres employed in biblical literature and introduces students to different approaches appropriate to literary interpretation.
IA,336,Mystery & Horror Literature,"Examines the development, contexts, generic conventions, and social functions of modern horror and detective fiction from their roots in European Gothic traditions to the present."
IA,337,European Romanticism,"Covers major authors and themes in European Romantic literature from 1770-1830, as well as its repercussions and transformations."
IA,338,Medicine in Literature,"Examines images of patients, doctors, and other medical professionals as constructed in literary works. Explores medical and ethical issues as represented in both classic and current fiction."
IA,339,Rebellion in American Literature,"Examines American literary and historical texts that use rebellion against different kinds of authority--governmental, social, cultural, artistic, personal--as their central subject, motif, and / or theme. Includes readings from the Colonial era to the present day."
IA,340,Ethics in Human Communication,"Examines the interconnection between ethics and rhetoric by studying such topics as persuasion versus propaganda, manipulation and distortion through language, leadership and communication, manifestations of prejudice (racism and sexism), language of intimidation and oppression, dehumanizing communication, effects of advertisement, and the content and effectiveness of professional codes for ethical communication."
IA,341,Steinbeck and American Society,"Studies selected writings by John Steinbeck and his contemporaries to examine their views about America as a nation, its social upheavals, morals, and paradoxes in the twentieth century. Weaves a broad context for students to debate on ideologies, ethics, values, government, and purpose of art."
IA,342,Modern Southern Fiction,Examines the major writers of the American South (both the modern and contemporary periods). Emphasizes recurrent social themes and fictional methods.
IA,346,Music Theory II: Basic Form and Composition,Explores intermediate topics in western tonal music and applies theoretical concepts to music composition. Forms studied and composed include simple classical and popular music genres.
IA,348,Music Performance,Applies music skills in performance groups for music minors. May be repeated up to 4 hours.
IA,350,Intermediate Microeconomics,"Analyzes optimal choice, and the conditions required for efficient exchange in market economies. Emphasizes rational choice theory as it applies to consumers and businesses, with complementary examination of uncertainty, anomalous features of actual market behavior."
IA,351,Intermediate Macroeconomics,"Studies the economy as a whole, including factors affecting economic growth, unemployment and inflation. Explains economic events and considers how policies affect economic performance."
IA,352,Game Theory,Introduces techniques used to solve strategic games encountered in business and economics. Analyzes behavior of economic agents in various situations including single and repeated games with perfect and imperfect information.
IA,353,History of Economic Thought,"Surveys the history of economic thought and examines the literature of economics from rhetorical, historical, and methodological perspectives using original sources."
IA,371,Cognitive Psychology,"Explores how the mind works using experimental findings and psychological models. Topics include perception, attention, memory, reasoning, decision making, and language."
IA,399,Special Topics,Arranged Examines a selected topic in one of the HSS disciplines in depth. A particular offering may require a prerequisite or consent of the instructor.
IA,401,Philosophy of Science,"Examines a range of philosophical questions about the methods, foundations, assumptions, and scope of science, including: How does science work? Can science reveal truths about the structure of the world? What is the scientific method and how is it different from other forms of knowledge acquisition, such as philosophy? What is a scientific explanation? What counts as evidence for a theory? What are scientific laws? These and other questions will be explored by engaging with a variety of classical and contemporary philosophical texts and arguments."
IA,431,History of the American Novel,"Studies the novel in America from its early examples into the present. Emphasizes influential novels with historical and societal impact, placing more recent novels into historical context."
IA,436,Reinterpretations of Literary Themes,"Examines pieces of literature which rework the themes, characters and/or plots of other works to show how different authors from different times and cultures reinterpret earlier works in their own way."
IA,450,Mathematical Economics,"Illustrates the use of mathematics in economic analysis. Includes discussion of mathematical programming, decision theory, the applications of differential and integral calculus, differential and difference equations."
IA,453,The Entrepreneur,Describes the role of the entrepreneur and in small and large businesses. Uses economic analysis to study entrepreneurship and prepare business plans. Includes an application to a simulated entrepreneurial effort by the students.
IA,463,Seminar on America's Future,"Examines the key political, economic, and security challenges facing the United States in a changing global environment."
IA,471,Computational Psychology,Explores computational principles that can be used to explain human learning and develop intelligent machines. Includes programming assignments.
IA,496,Seminar for HSS Senior Project,"Reviews methodologies employed in Economics and/or International Studies, and directs students toward approval of a senior project proposal. Required of all Economics and International Studies majors and double majors."
IA,497,Directed Study for HSS Senior Project,Directed study leading to completion of a senior project that demonstrates the ability to pursue independent intellectual inquiry. Required of all Economics and International Studies majors and double majors.
IA,499,Directed Study,"Allows for individual study of an HSS topic selected by the instructor and the student(s). A plan of study, regular meetings with the instructor, and a major term project are required."
JP,111,Japanese Language and Culture I,"Provide elementary training in speaking, listening, reading and writing Japanese. Three types of characters, Hiragana, Katakana, and Kanji will be introduced as well as fundamental linguistic forms and functions of modern Japanese."
JP,112,Japanese Language and Culture II,"Provide elementary training in speaking, listening, reading and writing Japanese. Three types of characters, Hiragana, Katakana, and Kanji will be introduced as well as fundamental linguistic forms and functions of modern Japanese."
JP,113,Japanese Language and Culture III,"Provide elementary training in speaking, listening, reading and writing Japanese. Three types of characters, Hiragana, Katakana, and Kanji will be introduced as well as fundamental linguistic forms and functions of modern Japanese."
JP,211,Japanese Language and Culture IV,"Provides further training in speaking, listening, reading and writing Japanese. More advanced aspects of modern Japanese such as honorific and humble forms, empathic expressions, casual speech, and male and female speech are examined."
JP,212,Japanese Language and Culture V,"Provides further training in speaking, listening, reading and writing Japanese. More advanced aspects of modern Japanese such as honorific and humble forms, empathic expressions, casual speech, and male and female speech are examined."
JP,213,Japanese Language and Culture VI,"Provides further training in speaking, listening, reading and writing Japanese. More advanced aspects of modern Japanese such as honorific and humble forms, empathic expressions, casual speech, and male and female speech are examined."
JP,311,Japanese Language and Culture VII (Through Study Abroad Program),"Further develops reading, writing, and speaking skills. Students learn technical terms by participating in engineering laboratory with Japanese students. Includes cultural field trips and company visits. [This course is offered as a summer program at Kanazawa Institute of Technology.]"
JP,312,Japanese Language and Culture VIII (Through Study Abroad Program),"Further develops reading, writing, and speaking skills. Students learn technical terms by participating in engineering laboratory with Japanese students. Includes cultural field trips and company visits. [This course is offered as a summer program at Kanazawa Institute of Technology.]"
JP,313,Japanese Language and Culture IX (Through Study Abroad Program),"Further develops reading, writing, and speaking skills. Students learn technical terms by participating in engineering laboratory with Japanese students. Includes cultural field trips and company visits. [This course is offered as a summer program at Kanazawa Institute of Technology.]"
JP,411,Japanese Language and Culture X (Through Study Abroad Program),Develops advanced language communications skills. Presents further cultural aspects of contemporary Japanese. Introduces reading and writing of scientific Japanese. [This course is offered as a summer program at Kanazawa Institute of Technology.]
JP,412,Japanese Language and Culture XI (Through Study Abroad Program),Develops advanced language communications skills. Presents further cultural aspects of contemporary Japanese. Introduces reading and writing of scientific Japanese. [This course is offered as a summer program at Kanazawa Institute of Technology.]
JP,413,Japanese Language and Culture XII (Through Study Abroad Program),Develops advanced language communications skills. Presents further cultural aspects of contemporary Japanese. Introduces reading and writing of scientific Japanese. [This course is offered as a summer program at Kanazawa Institute of Technology.]
MA,111,Calculus I,"MA 111 Calculus I 5R-0L-5C F,W Calculus and analytic geometry in the plane. Algebraic and transcendental functions. Limits and continuity. Differentiation, geometric and physical interpretations of the derivative, Newton’s method. Introduction to integration and the Fundamental Theorem of Calculus."
MA,112,Calculus II,"Techniques of integration, numerical integration, applications of integration. L’Hopital’s rule and improper integrals. Separable first order differential equations, applications of separable first order differential equations. Series of constants, power series, Taylor polynomials, Taylor and McLaurin series."
MA,113,Calculus III,"Vectors and parametric equations in three dimensions. Functions of several variables, partial derivatives, maxima and minima of functions of several variables, multiple integrals, and other coordinate systems. Applications of partial derivatives and multiple integrals."
MA,190,Contemporary Mathematical Problems,"A seminar-style course consisting of an overview of selected contemporary problems and areas in the mathematical sciences. Problems to be discussed will be selected from recent publications in research and applications, famous problems, and outstanding problems of great significance."
MA,200,Career Preparation,"This course is for mathematics majors to be taken in the second year. The course addresses career choices, summer opportunities, employment and graduate school preparation, and curriculum vitae and resumes preparation. Cross-listed with CHEM 200 and PH200."
MA,211,Differential Equations,"First order differential equations including basic solution techniques and numerical methods. Second order linear, constant coefficient differential equations, including both the homogeneous and non-homogeneous cases. Laplace transforms, Introduction to complex arithmetic, as needed. Applications to problems in science and engineering."
MA,212,Matrix Algebra and Systems of Differential Equations,"Basic matrix algebra with emphasis on understanding systems of linear equations from algebraic and geometric viewpoints, and eigenvalues and eigenvectors. Solution of systems of first order linear differential equations by eigensystems and investigation of their solution structure determined by eigensystems. Phase portrait analysis and classification of the nature of the stability of critical points for linear and nonlinear systems. Fourier series. Introduction to complex arithmetic, as needed. Applications to problems in science and engineering."
MA,223,Engineering Statistics I,"This is an introductory course in statistical data analysis. Topics covered include descriptive statistics, introduction to simple probability concepts, and random variables (including their linear combinations and expectations). The Central Limit Theorem will be presented. Hypothesis testing and confidence intervals for one mean, one proportion, and one standard deviation/variance will be covered as well as hypothesis testing and confidence intervals for the difference of two means. An introduction to one factor analysis of variance and simple linear regression will be presented. A computer package will be used for statistical analysis and simulation. Experimental data from a variety of fields of interest to the science and engineering majors enrolled will also be used to illustrate statistical concepts and facilitate the development of the student’s statistical thinking. A student cannot take both MA 223 and MA 382 for credit."
MA,275,Discrete and Combinatorial Algebra I,"An introduction to enumeration and discrete structures. Permutations, combinations and the pigeonhole principle. Elementary mathematical logic and proof techniques, including mathematical induction. Properties of the integers. Set theory. Introduction to functions."
MA,323,Geometric Modeling,"Covers some of the mathematical methods for describing physical or virtual objects in computer aided geometric design (CAGD) and computer graphics. Emphasizes methods for curve and surface modeling, and discusses both the underlying geometric concepts and the practical aspects of constructing geometric models of objects. Topics covered include Bezier curves, Hermite curves, B-splines, Bezier patches, subdivision surfaces. In discussing these, ideas from analytic geometry, differential geometry, affine geometry, combinatorial geometry, and projective geometry will be introduced."
MA,325,Fractals and Chaotic Dynamical Systems,"Emphasis on the mathematical and computer graphics foundations behind fractal images and the relationship between chaotic dynamics and fractal geometry. Self-similar fractals, random fractals with Brownian motion, and fractals generated from dynamical systems. Fractal dimensions. Iterated function systems. Chaos in one-dimensional maps. Controlling chaos. Mandelbrot and Julia sets. Computer graphics. Same as CSSE 325."
MA,327,Low Dimensional Topology,"An introduction to the topology of one-, two-, and three-dimensional manifolds and its application to other areas of mathematics and science. Topics may include, but are not restricted to, classification of curves and surfaces, Euler characteristic, tiling and coloring theorems, graph embeddings, vector fields, knots and links, and elementary algebraic topology. Intended for science and engineering majors as well as mathematics majors."
MA,330,Vector Calculus,"Calculus of vector- valued functions of one and several variables. Topics include differentiation (divergence, gradient and curl of a vector field) and integration (line integrals and surface integrals). Applications of Green’s theorem, Stokes’ theorem and the divergence theorem to potential theory and/or fluid mechanics will be provided."
MA,332,Introduction to Computational Science,"An introduction to Computational Science using Matlab. Floating point arithmetic, Matlab programming, solution of nonlinear equations, interpolation, least squares problems, numerical differentiation and integration, solution of linear systems."
MA,335,Introduction to Parallel Computing,Principles of scientific computation on parallel computers. Algorithms for the solution of linear systems and other scientific computing problems on parallel machines. Course includes a major project on RHIT's parallel cluster. Same as CSSE 335.
MA,336,Boundary Value Problems,"Introduction to boundary value problems and partial differential equations. Emphasis on boundary values problems that arise from the wave equation, diffusion equation, and Laplace’s equation in one, two and three dimensions. Solutions to such boundary value problems will be discussed using Fourier series, numerical techniques, and integral transforms."
MA,341,Topics in Mathematical Modeling,"An introduction to techniques of mathematical modeling involved in the analysis of meaningful and practical problems arising in many disciplines including mathematical sciences, operations research, engineering, and the management and life sciences. Topics may include creative and empirical model construction, model fitting, models requiring optimization, and modeling dynamic behavior. Student participation in significant individual and group projects will be emphasized."
MA,342,Computational Modeling,"Computational modeling and simulation of scientific problems using Matlab. Students will create and utilize computer-based models to solve practical problems. Monte Carlo methods, linear systems, solution of ODEs."
MA,531,Problem Solving Seminar,"An exposure to mathematical problems varying widely in both difficulty and content. Students will be expected to participate actively, not only in the solution process itself but also in the presentation of finished work, both orally and in writing. A student may earn a maximum of six credits in MA 351-6. Cannot count toward mathematics major core hours or the math minor."
MA,366,Functions of a Real Variable,"Calculus of functions of a single variable. A more careful development of the basic concepts of analysis, including sequences, limits, continuity, differentiability, integration, infinite series, power series, Taylor’s Theorem, and uniform convergence."
MA,367,Functions of a Complex Variable,"Elementary properties of analytic functions including Cauchy’s theorem and its consequences, Laurent series, the Residue Theorem, and mapping properties of analytic functions."
MA,371,Linear Algebra I,"Similar to MA373, but with an emphasis on the theory behind matrices and vector spaces. Systems of linear equations, Gaussian elimination, and the LU decomposition of a matrix. Projections, least squares approximations, and the Gram-Schmidt process. Eigenvalues and eigenvectors of a matrix. The diagonalization theorem. The singular value decomposition of a matrix. Introduction to vector spaces. Some proof writing will be required. Those interested in applications of matrices and vector spaces should take MA373. A student cannot take both MA 371 and MA 373 for credit."
